time,length
279795167, 28666266
626136042, 57147177
619397792, 64388567
931770209, 96913931
544147625, 55326838
1021070958, 97397050
1096073751, 103550290
906434667, 85880159
383489084, 39582973
738038667, 70176748
78891459, 7188898
444972792, 41974270
844187375, 88785659
981937084, 102271720
302135667, 28040530
359710709, 36971839
156663708, 15573833
645216875, 61168377
1065220751, 101030861
697069626, 72693481
928371876, 86479860
128539000, 11462120
650033792, 67544196
56271750, 4719682
645784750, 60761318
133585500, 12825179
55128250, 4359480
30653375, 2162825
297554209, 30445231
578409417, 54436761
932686251, 97428138
987249667, 102267340
167264625, 16540767
484825667, 46130342
99938750, 8495531
1022228042, 96359305
521781750, 54484289
679855917, 63905837
854564917, 81586346
513573542, 48405912
668186750, 63609727
567671875, 59359345
717228417, 75143577
658891625, 62573842
1034915792, 107128921
855145000, 89451258
639829083, 60354353
1070621417, 100688217
621609375, 57013902
778332334, 80737080
1087646042, 103948977
952377708, 89508030
113889625, 10131658
586582375, 60605504
344790334, 35413116
1300681917, 106616215
878345542, 80408991
856589542, 80805944
438874625, 41160413
158683167, 15165846
645129083, 65593745
426325459, 39429424
355045583, 36067718
829889667, 78970279
1143284042, 108149650
485457750, 50231340
328505458, 30313188
21200000, 1063974
1169368793, 107936570
796577459, 82420914
541926500, 56649691
145287792, 14269166
330868500, 30987647
727006292, 76500694
572787583, 59636232
596616459, 56525142
410475167, 42596660
325468750, 30142131
1027135834, 96906769
731106208, 71486926
533534958, 53830195
750175458, 69689509
531655459, 55015605
54293083, 4599479
322831208, 31993704
333292292, 34299666
778106333, 72677054
858013917, 78864114
121097209, 11333554
651643292, 60757057
483315958, 49649451
893717751, 90078486
379979416, 34777699
286104084, 26783791
329592625, 33628048
1012933209, 105086752
778412000, 73989047
535612626, 54620105
144599375, 14014586
593456875, 55980472
66967625, 5453610
604436042, 57064367
888100667, 82871806
296210834, 27327265
543706459, 51494372
130184833, 12623157
1001388542, 95234720
159157251, 15784953
41304167, 3186190
390363917, 40366579
946204667, 89323937
678418917, 70524314
648578458, 60975430
889061876, 92637120
166882875, 16495803
988505792, 94260035
700081501, 66669748
1043367542, 99987092
885919667, 93315264
885480542, 93482355
315397250, 32226044
464562334, 43925904
887433043, 84360849
690359708, 70271002
533043250, 49996475
758829084, 79501753
595732167, 61254504
184733292, 16914280
836929250, 78603625
818750751, 85999435
651275709, 65133127
608506709, 63499520
142452126, 14087344
26056750, 1678571
244120709, 24834587
302605917, 30569443
20652875, 1121663
101123875, 9637005
680978417, 71106687
181779875, 18218322
461696167, 43645705
939118459, 98395375
236454001, 24134019
233232334, 21637865
558090459, 52415321
541305542, 51338781
146116000, 13908599
316835292, 32574114
835179792, 87790185
548426333, 57240928
354686584, 31636497
1144169125, 106395018
16209375, 788247
886620167, 92396893
1062819667, 100970144
112404542, 10038546
986937750, 93127643
855495792, 80914328
436703584, 41370850
286605000, 25895453
821301792, 85253135
976552626, 90283594
424647583, 43178418
259651167, 24205524
648266667, 67238807
588016167, 54911004
205755917, 20898945
564992375, 58369168
848480375, 88725163
286898666, 28550594
801347751, 83955217
217408250, 21740338
39281208, 2883287
742571084, 75705821
217518626, 21108650
213720292, 21630823
653591500, 68196036
147082000, 13290320
325399250, 30588644
687128084, 71858168
319637625, 32952268
820132375, 77204278
139680167, 12515159
283913833, 28143313
466326501, 44166295
108341792, 9629395
246598667, 25001995
512169916, 47446063
17931458, 834307
17741958, 860022
15517542, 740636
84984417, 7960304
446031625, 44764114
239518251, 23941703
280573208, 28524021
200638125, 20316095
879960417, 90912660
62928666, 5632509
58120833, 4800399
304489459, 31364564
1080541792, 103012605
606507708, 63099176
815784959, 77693902
627664042, 59974005
292332542, 27167970
959344833, 100744082
520976417, 54299815
690781667, 71985540
176685958, 17844189
764808542, 72661271
507361375, 52153886
692548708, 72425399
989022626, 94326086
1079147501, 102151608
721082417, 68080581
939313501, 97937246
295091459, 26773998
482820750, 45651041
911906625, 86336426
227359250, 23271098
208737125, 21100475
843551292, 79886435
652400126, 61127963
797545084, 83620429
247760042, 25229633
84365458, 7696415
297865499, 29606767
439650541, 45634550
87889251, 8260388
1018529250, 106472335
570316875, 58881093
812175917, 77420711
690639792, 65963312
204348792, 18298492
418387166, 39476267
333680708, 31384121
76097083, 6712524
1007850251, 105460895
585142292, 55280688
548726667, 56424856
585241459, 55541565
550064292, 51262135
102512042, 9041602
187596833, 17353816
172752167, 15638331
430308958, 44257034
362848333, 37391788
681384958, 64690500
350783333, 36176651
270085292, 27761967
581081083, 55356154
340938333, 34985400
619128376, 58638131
769090584, 80877878
602006167, 57053744
201278083, 18523365
651944000, 67729409
519663625, 49392753
897602251, 94364715
831604251, 86973823
540338459, 51019551
242792333, 24732046
397119625, 37367953
590467292, 61894562
728195583, 67909695
572917292, 59719902
788379709, 74252874
667714209, 68676718
388677750, 36093779
863591084, 81393396
235064208, 23755849
910385459, 86742810
363329583, 37521016
731703209, 69682337
851406001, 89348193
104575875, 10100834
840860751, 80171699
344209958, 35606666
496449750, 46528489
236479458, 23580126
369219541, 34437520
140155208, 13661514
955570417, 97932302
140395833, 12712350
927500792, 97853441
423205167, 43873184
803110626, 84008239
758765626, 72007739
842084542, 87639615
660754126, 68931654
674876334, 68830952
349116333, 32700960
624996292, 64506761
770245875, 80182665
1069479709, 100515026
479077708, 49809976
721577833, 74300107
382827750, 33868287
899025334, 93640660
33354583, 2282493
488725917, 50316372
593628916, 61519028
505127917, 47560613
221708209, 20700161
392773375, 36667557
275680709, 28314580
634508459, 60141393
999447917, 104526410
952549501, 99011544
932370042, 88910987
838262417, 87978091
754710542, 78552787
743814501, 78227006
764677542, 79841583
490239292, 46492834
430124667, 44696575
438622417, 44990140
670324875, 70423649
195097417, 18053598
630774292, 60112490
773021167, 73339640
625333292, 59010788
223586416, 22523404
369803251, 34574884
675257209, 69484323
687604459, 64821774
614590167, 63809557
244037500, 22475788
273019083, 27610722
727189959, 75584652
574031042, 59913436
76742209, 6341188
223481917, 19761743
650153792, 67993355
1131833417, 107557341
951467251, 90881351
959547000, 89715741
27651042, 1693426
606917917, 57390407
995070042, 104685000
338774875, 31378494
138833250, 13219899
842579542, 87972770
198564833, 20096483
480868709, 50154028
963217709, 91860649
200384000, 18064210
635490334, 66100093
925122167, 87838341
882751583, 84103608
950154833, 98621325
1028906167, 95562420
134852375, 12783268
325885417, 29910311
443805000, 45945955
637609584, 60237601
1040464834, 96081144
218679833, 20978301
1109776001, 103129808
559154500, 56964395
673650500, 68700668
777665458, 72581521
648277333, 60362531
654983458, 67976498
301632125, 28250249
666687500, 68957386
112235333, 10560774
397366375, 37528570
217202084, 20073389
238649958, 22052968
110011583, 9703855
189441750, 17448011
988408584, 103522964
828902834, 78164447
406581375, 41931134
387407000, 39629148
385673750, 39848206
1103174376, 105169994
852380833, 88502197
750528875, 78696476
96252875, 9171122
1133394292, 107378903
999107667, 95474503
973186875, 99998399
330723667, 33613549
716471167, 73786885
38014458, 2846442
205951834, 18792789
690407917, 65292597
383997375, 39256998
825210792, 85071906
251199875, 25168298
733996334, 68436280
760498125, 72495407
437366625, 44974021
701646292, 73480482
752419708, 71717427
606630917, 62758933
1120843959, 106607005
384016625, 39191745
977263626, 102810180
342909416, 35500525
49347500, 4013437
1034726833, 108024970
810068792, 84177810
612374042, 63653462
312710001, 28972054
513431626, 53395893
743080375, 70136821
127658833, 11071931
479237167, 49546419
739707792, 77630823
294158709, 27543719
312841459, 29123402
598241833, 62162513
244941750, 22740317
213079875, 19823405
302699083, 30821562
915622708, 95688730
129645750, 11427179
8555667, 204922
87032209, 8115470
309454500, 31160796
795064042, 83337272
374378667, 34966290
190225417, 17608893
393679417, 40853626
145593625, 14483848
1026854376, 107478380
886135792, 92543439
368483875, 34626297
1083527375, 102964952
490198751, 49797457
828870208, 87197645
57519875, 5051239
1109662001, 105487736
573814417, 54277334
789072459, 75137150
333542875, 31120527
721601500, 75160066
87913666, 7612515
257639083, 26366914
127887709, 11340622
96860917, 9264868
776906875, 81044370
792772750, 75553898
440882209, 40894768
152851083, 14818713
58453500, 5146995
804079876, 84558631
502102584, 52289551
954722333, 89820026
588739041, 61211245
349459584, 35992524
444920417, 42014127
777332834, 81645876
90864208, 8541205
28785833, 1949727
534088084, 50813755
392408625, 36839023
448353501, 45770164
223729750, 20786030
842461708, 88357394
254995792, 26123249
355145500, 36330828
842886876, 86961637
524885084, 49229212
732096667, 69464906
1102222542, 104284798
603816959, 55460332
982205168, 101823949
671394334, 63334614
215505542, 20595156
996609501, 94921026
267491375, 27367065
318080001, 32335799
958636459, 100065581
807543084, 76935014
186903792, 16759400
651011584, 67740025
15814291, 772204
502962125, 52368170
407907500, 37925862
329233959, 30572326
892268209, 93531548
463576875, 47468046
798157126, 83442496
849697917, 80839956
1051272584, 99600963
187252875, 18695204
66793125, 5685703
956565917, 100633831
248368209, 25186502
542750292, 50819122
427687083, 44411949
968136750, 101881952
441679625, 45732834
126909042, 11289201
571639876, 54094281
738993000, 70281040
511325417, 46160536
506949458, 48151141
575820875, 53814770
854423042, 89424364
275243000, 28187882
461692584, 47364749
847732208, 78517598
331838708, 33983073
54454417, 4381543
87621291, 7620001
602840917, 56980316
1001821500, 104584537
1097774084, 105249356
176112584, 16195853
1002978209, 95121192
585576209, 55354279
963615917, 100864837
641396084, 61208068
983865209, 103232608
107523709, 10373538
587604375, 61348444
481617334, 50079416
908105292, 86528098
351151000, 32815729
684968750, 65447977
1125003459, 107292382
439299416, 41414582
810018376, 84262340
891038084, 84680941
446366208, 46000596
110456500, 9581432
748670167, 69646273
275121000, 24748272
684718583, 63600967
378723083, 34815762
479984833, 48357021
990105250, 93637442
844144709, 88649703
919018750, 95830552
614984792, 58028661
654966709, 67442405
727417917, 74260489
120840375, 11399693
842085543, 70233388
284530792, 24285464
296889333, 27382251
895982375, 81180580
705803709, 64914917
811833625, 74209717
376317958, 34548541
129651375, 11225036
8905208, 125119
597646542, 61690595
205386125, 18702053
258569709, 26078599
183772958, 17979003
912827126, 83788488
768035501, 80965408
1847316043, 184839089
1961485375, 199392758
397073708, 36793839
879910459, 92864564
1515762918, 145076920
1606137251, 163696800
691723125, 71644042
1392846709, 132317715
1165569501, 122802397
551408625, 52885060
1007826334, 95956726
1979626334, 187798187
1361673084, 135176498
456011417, 41987014
1298191751, 124536924
1181180000, 114610581
8574750, 196150
1225121750, 127131634
256659709, 23081521
1955823460, 180187433
1173929500, 107326913
1774692417, 173999202
294523416, 25984061
1938520667, 183726170
630341250, 58383082
1678415084, 167469338
1758489334, 166527756
191874333, 19480513
1686484251, 171504941
1642233084, 158736959
662958667, 68952106
850574584, 88979278
1963340543, 189519931
24551459, 1595052
1909717292, 193549910
1225080334, 130479110
1278104750, 123475304
749151042, 77371449
1225771584, 124177133
1135607376, 114482116
1623512500, 153076968
827687542, 78629997
1724652126, 173036777
1040289875, 106061887
1270776584, 132268394
1632784292, 155420977
900809667, 93040329
1261511668, 118207510
881177459, 83832124
163546334, 16480896
1339472500, 137963299
1631780250, 152109970
1952147583, 184140133
1621611876, 151812128
41065750, 2877239
927993542, 87755141
1923590751, 180395355
930219750, 96180530
625456458, 58232372
949840292, 99242297
649308792, 62063793
1317850167, 134974024
1315893709, 137008551
1828134251, 186353955
861845458, 90465965
448711542, 43001635
1886271834, 192113117
11708958, 374775
1007320833, 96462973
1597910792, 149968244
1200375376, 124904377
389691958, 40211218
1456579500, 140071210
1335099751, 127918963
868395584, 83333445
1009287251, 106508532
850977500, 81889130
479313792, 50488816
723157333, 75286733
1398356042, 134019131
1480619167, 142975207
1624936293, 166479122
1014615667, 96304574
1029719709, 97953883
1967750543, 190306812
1504831292, 152450672
1030049126, 106494704
440039209, 44859336
1255913876, 129517840
898997333, 94297902
795535084, 84420990
239186667, 23367060
1475389668, 140888964
1199066167, 115723473
171453250, 17051438
938958459, 99710239
1234055751, 115402107
1383453792, 144300766
1374317042, 130815123
831374334, 78951483
51755000, 4213843
398303208, 41512940
315289000, 32235291
689389084, 71758440
1133478251, 115996371
424341000, 44206960
1104870667, 105320362
1314337459, 126079829
1724375667, 173747616
589306125, 61297052
1577618876, 159415784
572539667, 56089119
710426375, 48888127
1153033792, 119570386
1929476543, 186530909
533506417, 53328441
667132251, 67942691
95135126, 8271790
878036875, 79591955
332177791, 29532279
847475042, 80100982
932464834, 87824085
1754737042, 167278964
268904041, 26355450
2088386543, 195755473
796039167, 83244319
321179126, 31123352
1573547459, 158684543
675567584, 66917570
2022180834, 192848384
481149667, 48234363
772118084, 76608994
112288500, 9674702
778926000, 76443003
1013623917, 105141262
621426376, 57504847
1469863875, 141319639
1168259001, 121561497
1371782584, 127318579
165375375, 14803512
905149126, 95295851
1848641542, 177356997
2070270918, 197886674
1863167001, 179047038
1413149667, 137299978
1825143501, 176077836
263705458, 27200281
693696708, 66659857
1891237084, 183603438
1895618293, 190471601
402327708, 41399603
791467625, 82119330
1362146292, 130185060
497568042, 46872217
1867480293, 175160166
704062209, 67418746
427751667, 40687834
1426493334, 137696457
202514000, 20743550
1849192126, 188238529
1431836084, 138945630
1865311168, 190829303
470703417, 48019576
1462050875, 138614685
793347917, 83099004
1132562917, 117843776
1990694459, 200263609
1831064459, 183909864
114082917, 9963866
1772577918, 178985623
334184542, 31418995
1614112417, 154568496
1098887750, 112986344
678098792, 70320123
1061951334, 110813317
1803226001, 176298480
355770750, 33342784
439302542, 44674894
404688334, 41779218
508241042, 47772604
2063497168, 197392359
53175500, 4398021
340663625, 35077440
976481084, 90941073
1134618875, 112429797
